dihedral_deg,energy_kJmol
-1.645356293723211252e+02,1.769169282979196467e+01
1.684667467434399839e+02,1.452701932171938104e+01
-1.640295280914073146e+02,1.128377442236336314e+01
-1.732641698175654028e+02,5.059189368608008053e+00
1.632043616003363127e+02,6.060481256450555243e+00
-1.508229427505856677e+02,1.249763666187902089e+01
1.727293544954947038e+02,7.307223979039942918e+00
1.633264668150712282e+02,8.136490360984389270e+00
-1.746724681387051135e+02,4.553834069922444883e+00
-1.793364368686906687e+02,4.076648616492634325e+00
-1.658311451312696647e+02,9.490262184595707140e+00
1.408556722824628764e+02,2.212186366276640825e+01
-1.735450380172485723e+02,1.632781273560776114e+01
-1.690062679815198976e+02,1.401775682871574347e+01
-1.760913755803564413e+02,9.182269790457661784e+00
1.645079338322350964e+02,6.403837662709025658e+00
-1.799337918403623178e+02,6.174690503305713563e+00
-1.727786229117763810e+02,8.314571468324603032e+00
1.682243332759345833e+02,6.206934738241539407e+00
1.789115563129102213e+02,7.689019526449866859e+00
-1.723150533941376921e+02,2.320284559253651935e+01
-1.707027893036930664e+02,2.388077587234901955e+01
1.714728055324734726e+02,2.394363873147241861e+01
-1.684509678208285379e+02,7.637870588424359397e+00
-1.732136589773724040e+02,1.763633963587405873e+01
1.613994789372434013e+02,1.651453919024535466e+01
-1.491769755665634989e+02,2.411108367211615899e+01
-1.571710888194882045e+02,2.245460185191053526e+01
1.558819391197257289e+02,2.210528505918202313e+01
-1.641080531787012831e+02,1.052508711940875230e+01
1.670218808038299017e+02,7.954006107083673172e+00
-1.798424916640006188e+02,2.846341485609421795e+00
-1.765126967444041952e+02,2.880061276578250506e+00
1.724578779438515994e+02,1.489687299820871669e+00
1.798478655212031470e+02,2.990125820379038402e+00
-1.738864521443132674e+02,3.848712246055810304e+00
1.738586746139601189e+02,3.109671397753993372e+00
-1.760976964144190902e+02,4.810393426914801651e+00
-1.789028486434978049e+02,4.115545359281045812e+00
-1.738817005092708712e+02,7.487602528337263585e+00
-1.660490109724470926e+02,9.016882746072631960e+00
1.557615772348367216e+02,2.545606677016798614e+01
-1.561989392580995855e+02,2.503496575417011982e+01
-1.522442639386306951e+02,2.538022179471382245e+01
1.532973539200989705e+02,2.043231999055829107e+01
-1.760221845175964575e+02,1.418545595965073502e+01
-1.647348859568405715e+02,3.044714056915510270e+01
-1.773620743567403792e+02,2.075828709804746808e+01
-1.728004727582898568e+02,1.574020556754025435e+01
1.642814151684792705e+02,1.866018190930558518e+01
1.753643613667704244e+02,1.740284323619009754e+01
1.799069695796189308e+02,1.764310818034662631e+01
-1.795501796166374788e+02,1.475664034620802667e+01
-1.612187243685429223e+02,1.767893280649657584e+01
1.685821709563473689e+02,1.259534911274568891e+01
1.764199130354152487e+02,1.396455023521360417e+01
-1.577546720498011723e+02,1.813061102170244610e+01
1.633000268457156494e+02,1.796431998681143938e+01
1.519511037380996754e+02,1.975949166809255786e+01
-1.585060195130668887e+02,1.763881640872127221e+01
-7.135911961037501783e+01,1.328812047749291381e+01
-7.125926050281695723e+01,1.662764831843955093e+01
-6.200337081439617037e+01,1.117936368685727011e+01
-6.732725661652273175e+01,1.367403998260391695e+01
-6.237336065087473003e+01,6.280474412150883090e+00
-5.641561825221319992e+01,8.730680628149375622e+00
-5.523921137213780952e+01,1.313451552947923417e+01
-6.661033722876051399e+01,9.771928296616167131e+00
-5.641651456201345383e+01,7.437958034611652280e+00
-6.413303156071158639e+01,8.461160727507495594e+00
-1.693284118982475945e+02,8.844886442253763192e+00
1.724703518686809502e+02,8.515041368040632719e+00
1.722905748446031851e+02,1.103056351589931694e+01
-1.736917869581415346e+02,7.962752985775509273e+00
1.747706683797067058e+02,6.316034149711216017e+00
-1.753780392270811888e+02,1.054364993167236975e+01
1.743640342566270647e+02,1.250565740762462141e+01
1.798328347217142493e+02,1.001330429185899362e+01
1.683599754391092347e+02,1.562242988204157612e+01
-1.752502959663014792e+02,1.111895281497477050e+01
1.798220652826389312e+02,1.757837849979756228e+01
1.739848281744536393e+02,1.625079760070329371e+01
-1.704222766997660869e+02,1.258871171627258967e+01
1.744646508232139297e+02,1.869639618730040098e+01
1.745248144164164330e+02,1.079371134347253758e+01
-1.620271550828215368e+02,1.803943736945410947e+01
1.650691549667054119e+02,1.019553425878517672e+01
1.795404011127009767e+02,7.863234359704073029e+00
-1.628149838952718085e+02,9.103189574511119986e+00
1.622901441002036620e+02,1.419264513495072677e+01
-6.539119242795237597e+01,1.279084189850724051e+01
-7.138006071168362610e+01,9.793682184018791759e+00
-5.734826487750085278e+01,9.847283007082822337e+00
-6.974657675270331936e+01,6.218179373545183353e+00
-5.768676412474530224e+01,5.370775921247984641e+00
-6.060810205564635567e+01,7.238987639726202516e+00
-5.679149388780108865e+01,1.011810360372084006e+01
-6.406053883959445727e+01,9.521641400177873749e+00
-8.002613451694685409e+01,1.239278952659379840e+01
-6.237851281167615980e+01,1.051909641521750771e+01
-1.666511059573465729e+02,1.936060343757355184e+01
1.486645642295345340e+02,1.713344514225564907e+01
-1.784014763569039985e+02,1.089385184085004532e+01
-1.639419494122673484e+02,1.398040691179362582e+01
1.639113210291064320e+02,2.608510371402746486e+01
-1.732318193086474025e+02,2.236931749731733987e+01
-1.654485506973697966e+02,1.626836373666388980e+01
