dihedral_deg,energy_kJmol
5.286477553981382727e+01,1.329336882102643003e+01
-5.388001315447449713e+01,2.861240142457097946e+01
-7.020428216351072592e+01,3.481537157166573593e+01
-4.262541740606978635e+01,3.030209159940176633e+01
7.321790689725879986e+01,1.936607774020843209e+01
1.428630818637192590e+02,2.282351691756041845e+01
-1.557754171727717960e+02,5.034790048469631074e+01
-1.565682061913552445e+02,3.870492523495907733e+01
1.669634733260486712e+02,3.930280605594544596e+01
1.350136598839975761e+02,3.199852556290793615e+01
1.553500921098163872e+02,3.038696581569746868e+01
-1.527327196275133758e+02,5.033666627076526368e+01
1.711937688998683313e+02,4.313236546738794175e+01
-1.790761001948850719e+02,4.613968920438782106e+01
1.663400389828110519e+02,3.041150678866511470e+01
1.591336396528667763e+02,3.264982174664318393e+01
-1.624070642923075809e+02,3.154896559821028035e+01
-1.723179805259355248e+02,3.115168710822025844e+01
1.350634961801256679e+02,3.523933659811384445e+01
1.484866013938749347e+02,3.323750168179530817e+01
-1.214980748686508747e+02,3.304890163810122772e+01
-3.936932283109467079e+01,2.577602977135217799e+01
-7.564216954344607302e+01,2.543619274182970713e+01
-6.110036934704376677e+01,2.540223603546096243e+01
-9.290264407163090254e+01,2.590418198381057380e+01
-6.090459535973655392e+01,1.423137406882156597e+01
-9.998283036470694185e+01,3.509686521814430193e+01
-6.866362395404293295e+01,2.793588272521629534e+01
-7.544284029841014672e+01,4.446174704904595387e+01
-1.530037791912122600e+02,4.506285328979886629e+01
-1.489145825411788735e+02,2.271554049103664141e+01
1.671466566605076594e+02,2.040614054531061683e+01
1.704506676594301382e+02,1.627545673570764961e+01
-1.694839511453968441e+02,1.383115291287397852e+01
1.790551746927448846e+02,2.827125344564747067e+01
1.762689879098537631e+02,1.291442077083617335e+01
-1.609654883486437882e+02,2.691561214475863295e+01
1.743837074002396719e+02,1.013287139025312911e+01
-1.786555241715605291e+02,1.005669580641051830e+01
-1.712749239973417730e+02,5.525052087275470036e+00
1.696581034223150084e+02,1.675586050467275001e+01
-1.717757135027617892e+02,2.429200523774715137e+01
1.660901766103901309e+02,1.096196790467663540e+01
-1.552514284512375582e+02,1.694358406995994670e+01
1.680831814327119957e+02,2.859733309945374913e+01
1.766035494161870645e+02,2.814828455302781762e+01
-9.065521103459715846e+01,2.502425450768158299e+01
-3.460688604089371978e+01,4.896720911158715239e+01
-8.960435901369339717e+01,2.701829086080658726e+01
-5.494414713759297086e+01,2.523621960001195674e+01
-1.705103426038897680e+02,2.452340462741912219e+01
1.751977377590222886e+02,1.760559821505242439e+01
1.733272044991769576e+02,1.622411636086439657e+01
-1.645456798645004142e+02,1.876306789703975397e+01
1.641623764680663555e+02,1.710247821905375076e+01
1.762048093933258883e+02,2.236531476997518197e+01
-1.671231693658879180e+02,1.831444817398390867e+01
1.799394394964976414e+02,2.699839765735916330e+01
1.580733966576546550e+02,1.484632549601736962e+01
-1.788218222838964095e+02,2.194675560111834756e+01
-1.767046975848575130e+02,1.668493119558669591e+01
1.619193088065256916e+02,2.602482646084026285e+01
1.775757368730034216e+02,1.476892972067072485e+01
-1.712049122798478606e+02,1.639635501317892974e+01
1.681938225045034301e+02,1.797104376786388613e+01
1.628238931843690978e+02,3.672685379530520322e+01
-1.725690617385182861e+02,2.223735147816702451e+01
-1.795066001037308467e+02,2.155317616621085008e+01
1.466458606966772891e+02,1.630125403589719824e+01
1.751145971227950326e+02,8.095349767297689070e+00
-1.678930608955998025e+02,2.349490176049547330e+01
1.712241773118319088e+02,1.548653505569021860e+01
1.791255578216537288e+02,1.539982092279557691e+01
-1.797485693903913671e+02,2.488837636712085910e+01
1.704724405293850964e+02,1.270910619912012862e+01
1.790057289880789142e+02,3.056902134937893223e+01
-1.794539471010930924e+02,2.920916460794892089e+01
1.445425826213448204e+02,2.577616357592298257e+01
1.772632967941657114e+02,1.439249362282648370e+01
-1.629114353295018987e+02,1.810112443084245015e+01
1.637565069522421481e+02,2.250178285609844409e+01
1.557052554038345988e+02,2.137899082454338640e+01
-1.475081033713472323e+02,3.148631894452264390e+01
-1.580804480194194923e+02,3.334286032194287230e+01
1.672768671549618773e+02,3.906869843280131249e+01
-1.704998989403028986e+02,2.515989651262164273e+01
-1.651971659650460538e+02,2.413522671586261836e+01
1.713751881918267088e+02,4.127306441080368415e+01
1.771521193900659910e+02,3.940941113258318751e+01
-1.591076816379208765e+02,2.061859297475544395e+01
1.652470978877779260e+02,1.991844764871095919e+01
1.657532178330145882e+02,3.329757989727913525e+01
1.687307275114067977e+02,4.715971533345627620e+01
-1.618886975304091891e+02,3.980183786922450651e+01
-1.751240115511564852e+02,5.131835941326134076e+01
1.707466795239142812e+02,3.474118728618572760e+01
1.618976814557688044e+02,6.030897604268159995e+01
1.725904757548357509e+02,3.683183872323028396e+01
-1.554924181237618086e+02,4.777953153419750265e+01
1.662840095892308057e+02,8.182404565130954666e+01
-1.619567858102597313e+02,9.183883422933905649e+01
-1.784079336058836702e+02,7.464722099268080058e+01
9.492010892935903144e+01,5.887757257968304003e+01
2.971121838726554998e+01,2.814732495618754626e+01
9.492262855256865350e+01,7.119532070266724588e+01
9.312142217601547145e+01,6.849507535908011846e+01
9.890107978706781466e+01,6.806211733021697796e+01
6.823164075936176687e+01,7.709175275826302709e+01
1.218533580522327213e+02,5.871580134294373465e+01
1.183953530317327818e+02,4.669211593090746959e+01
-7.966326046543001382e+01,1.967134841405866297e+01
-5.029577296654783680e+01,2.756899693540484719e+01
-6.218234338136529971e+01,3.801617878284911001e+01
-6.552434520113462213e+01,2.106742648819495400e+01
-4.770292843917829373e+01,4.720160536376896943e+01
-7.481451964688959322e+01,2.975271310656533785e+01
-8.301142238877032753e+01,3.146175964713900441e+01
-5.125207703800426629e+01,1.922359528551465147e+01
-6.258758160714223351e+01,5.113920859874139069e+01
-7.059303310652884988e+01,2.214590269522025778e+01
-1.525557712167997515e+01,4.146574291230311360e+01
-7.648339055309254775e+01,2.532176236616403031e+01
-1.101267705367806116e+02,3.568425085136416897e+01
-6.043854347037537167e+01,2.205632188659749815e+01
-5.149247062435483713e+01,1.091610463886994964e+01
-1.137643063920351238e+02,2.388424436114374316e+01
-1.416230703033649831e+02,1.991719900121169928e+01
1.517195008358046380e+02,1.418478742446273166e+01
-1.718271713843884072e+02,9.069956808713186547e+00
1.624512414118745482e+02,1.615623098383328227e+01
-1.434130613079144325e+02,2.451237038802795354e+01
1.742704305604045203e+02,3.224892047335590917e+01
-1.706557553971977939e+02,2.054906505852927978e+01
-1.601115284679126205e+02,2.098641736399910229e+01
1.630239587727884611e+02,1.685738797472417616e+01
-1.658533949065050876e+02,2.412560169596664394e+01
1.658299429380089691e+02,3.459612098288049964e+01
1.603559136964604761e+02,3.776484749507613969e+01
-1.365844244518280846e+02,3.651082313042505234e+01
-1.511496850568904904e+02,2.566128675227119160e+01
1.240750155988615262e+02,3.757978952365837699e+01
4.524300322578462641e+01,4.118192959308380097e+01
7.417421619910935249e+01,2.149001676199913646e+01
5.938413905109405988e+01,1.965069783377831669e+01
5.351430183144130126e+01,2.526293984907372447e+01
6.247701464157435680e+01,3.618408049393873682e+01
6.755336484971356015e+01,2.784118019639605990e+01
7.293498980878072757e+01,1.844917048504952461e+01
6.940490036719046429e+01,2.139323110579124787e+01
9.001112863866576674e+01,3.866446946704282084e+01
1.425458503358780149e+02,2.207064637175874822e+01
1.774435554872577256e+02,1.237441194584975079e+01
-1.495707541892429617e+02,2.258108299629102333e+01
1.555787908140399907e+02,1.413135389597939984e+01
1.449136751376844643e+02,2.478386491085288412e+01
-1.459154561826738643e+02,2.461159073287648624e+01
-1.588862079426278910e+02,2.271212802220902915e+01
1.246653435226388353e+02,3.742723219601458595e+01
5.141959985254266741e+01,2.492542120459348354e+01
7.757907557643589769e+01,2.864542246680195703e+01
6.620299113589119600e+01,2.773405058907400900e+01
9.306694508422647516e+01,2.185569237453175973e+01
5.180659445019963272e+01,2.111620545424974793e+01
5.575712821969791122e+01,4.082300396733830894e+01
1.019401397304741010e+02,4.994813879868824813e+01
1.157284838622817915e+02,3.356565871336525220e+01
1.638440679836018035e+02,2.985845010518534437e+01
-1.273319050025925208e+02,4.842993002817939896e+01
-1.629850868542501416e+02,1.789590419713830727e+01
1.477926480249952306e+02,4.577222211620552628e+01
1.721312517784602107e+02,2.746980359329572963e+01
-1.597501582310393076e+02,2.415532415109663233e+01
-1.606837938418051408e+02,1.168951513765592942e+01
1.559300245381725460e+02,1.781028878303492391e+01
-1.681195857627528483e+02,1.867580711560673734e+01
-1.403428408691908658e+02,2.160213344290800919e+01
1.410719989743976441e+02,2.374839060183037276e+01
