dihedral_deg,energy_kJmol
1.748454904324302106e+02,1.901381706683584483e+01
1.725642869578387320e+02,2.227434867120642537e+01
-1.605569561282202926e+02,1.229800327877766719e+01
1.627070014527270985e+02,7.721219470271815766e+00
-1.710410542448284161e+02,7.342165128263407503e+00
-1.797634565364639059e+02,2.495370259238538324e+01
-1.739628485837649805e+02,1.697988544036097025e+01
1.784779542359121365e+02,1.298850466127987779e+01
-1.785584188770682488e+02,1.438191653013811688e+01
1.679399280666197853e+02,1.440453033792127790e+01
1.653869607584554444e+02,1.426246861830352941e+01
-1.673763313806760209e+02,1.079707217263519681e+01
-1.714980095264135969e+02,1.352275665011934791e+01
1.782801540386814736e+02,1.091453163030806373e+01
1.636730788790708857e+02,8.418081757784140251e+00
-1.676183445992456313e+02,5.424342265254964879e+00
1.684295974467547694e+02,6.125518818290678347e+00
-1.666839512544774493e+02,6.667343182596844997e+00
1.699005322501778608e+02,9.701317100600318710e+00
1.706794382839118214e+02,1.381607256202824274e+01
1.738699811645853117e+02,1.386740796887140448e+01
1.747849524866037427e+02,1.195358194002048791e+01
-1.764717338946846610e+02,9.569298797098852560e+00
1.783489267572088579e+02,8.916965729263031548e+00
-1.798274387363245239e+02,7.440096841926707505e+00
-1.744914231864533747e+02,1.322076072413735304e+01
1.686518126415458880e+02,1.522789257803027319e+01
-1.684399945915324963e+02,2.107632303645829097e+01
1.738312670476948085e+02,9.915287681554980637e+00
1.599800265939403516e+02,1.056020232950406523e+01
-1.533314692890200206e+02,1.796255691681659172e+01
1.604452479391091231e+02,1.341786365636745515e+01
-1.767344249627289798e+02,1.057712528562799292e+01
1.699940559167852427e+02,7.105403351574288706e+00
-1.655874056409872424e+02,9.248285906376526810e+00
1.698177727393034502e+02,2.836376405011408863e+00
-1.659579092035796180e+02,1.373510678060662471e+01
1.694350656786105276e+02,9.186474648667354970e+00
-1.773890447361979739e+02,6.354901027308135220e+00
-1.612070876791607930e+02,1.063547218972530928e+01
-1.795479989054229861e+02,1.959253784854636038e+01
-1.782328935307564279e+02,1.733943199320665229e+01
1.609474151483073285e+02,1.657507345991410119e+01
-1.721868754451248549e+02,1.338925973659919144e+01
1.739310020629407916e+02,9.034105420023408328e+00
1.742152969343244706e+02,2.133230590163418583e+01
-1.682737928869317443e+02,1.385351283886343943e+01
1.751304817861999084e+02,1.759647458251236429e+01
-1.794508117076068459e+02,1.302232320572610647e+01
-1.750730492349194947e+02,2.221346677850959139e+01
-1.677831143842105064e+02,8.870993659466360981e+00
1.609705167674553365e+02,1.377689148726732071e+01
-1.534442733685501707e+02,1.017512998643490363e+01
1.657356296371025906e+02,1.205080210568372934e+01
-1.635373103191156190e+02,1.213811118858580684e+01
1.559684124425604352e+02,1.571113049593328270e+01
-1.537643192124474467e+02,1.959439385940257949e+01
1.589757531759449876e+02,1.219219340865265266e+01
-1.741357551432770379e+02,4.992729427546676035e+00
-1.791721203486150387e+02,3.908847399731339323e+00
1.705249547098088954e+02,1.909918870215827269e+01
1.727846205704767897e+02,3.454761545647288301e+01
-1.402403818028415401e+02,2.692084779936497085e+01
-1.140569384053054023e+02,3.395467285963265169e+01
-1.307185502049546812e+02,3.641067090657830363e+01
1.649752271217622308e+02,2.352680321963285692e+01
1.730803383037954859e+02,1.855811702645998551e+01
