dihedral_deg,energy_kJmol
-1.779014437212641440e+02,7.577002691839911819e+00
-1.753791655511177510e+02,1.291109634957463648e+01
1.694017682519561276e+02,1.664198942845441209e+01
-1.742713152418106972e+02,2.245441923352463931e+01
-1.776403925137806254e+02,1.345713269786438282e+01
-1.726073797679112261e+02,1.166213857629574058e+01
1.674186335164691286e+02,1.240458260890114062e+01
-1.656565924526789217e+02,1.422248711370503749e+01
1.678671065477025479e+02,1.615537841950085962e+01
-1.678763228046085203e+02,7.379454542658724137e+00
1.626263671128974124e+02,1.453252656753477723e+01
-1.613460670942529305e+02,1.965969773385484487e+01
1.720239512466690996e+02,2.256890793887954061e+01
1.693172875440251346e+02,2.189955250320675617e+01
1.761105730079134446e+02,1.560414384756830941e+01
1.773575404360923073e+02,1.448492549351076164e+01
-1.732756456037218982e+02,8.655455200192493592e+00
1.747677178608593636e+02,2.162469606831741231e+01
-1.661074701062779297e+02,2.870328899021803082e+01
-1.673252874633636793e+02,1.425269768648322000e+01
1.709147013794992347e+02,8.310925343712860069e+00
-1.784322927027803871e+02,8.606534761600805439e+00
1.784767330270790637e+02,5.513498689237406047e+00
1.796672509808851146e+02,8.752376389998763884e+00
-1.699841113144257179e+02,2.388860396440584566e+00
1.767880307111892080e+02,1.700127090935782803e+01
1.795177957527101853e+02,1.177023592442034960e+01
1.768635200776429031e+02,1.549403562401041512e+01
-1.749803575365132247e+02,5.360691065386389731e+00
1.746208145670427427e+02,7.782929877652559725e+00
-6.839879860782977516e+01,1.751197727409169502e+01
-7.176168963164340653e+01,2.452372997572673441e+01
-6.118241359043395988e+01,2.517134372183426194e+01
-7.775969672379123665e+01,2.036677867511006923e+01
-6.521882153693468354e+01,3.193989909324088217e+01
-6.113733257284910394e+01,2.006179486442154314e+01
-6.593409758193551795e+01,3.753179393614007608e+01
-8.053909996469697319e+01,3.917775194376655179e+01
-7.050137131287407044e+01,1.255327944814163565e+01
-4.552304787962781063e+01,3.994879856502554816e+01
1.684215289232690225e+02,9.745461780603839941e+00
1.730259498499997051e+02,4.126186304690116380e+00
-1.496334766415313879e+02,9.630643148336327286e+00
1.567034226174844207e+02,7.410320910963388741e+00
1.696363690049671789e+02,1.315319151102838013e+01
-1.568770764323747073e+02,9.667511261710512116e+00
1.635933894816046461e+02,1.048242046039252884e+01
-1.661389644068337077e+02,7.723656362132116371e+00
1.786915117227649432e+02,8.490447304333669010e+00
1.717935956100713781e+02,8.389501975327881667e+00
1.681569775344256357e+02,2.792980128834763320e+01
1.332267190216588517e+02,2.737017172585847291e+01
-1.691844246153274298e+02,1.834097746304544074e+01
-1.683367312224128796e+02,1.515794425002991730e+01
1.540384368547575775e+02,1.983737142022276601e+01
-1.653534230573700370e+02,2.437976124606542427e+01
-1.563667111071692943e+02,2.095632793762178281e+01
1.681546510801171337e+02,2.833874910212703213e+01
-1.784521064778143966e+02,1.525966984552141170e+01
-1.627443742883370135e+02,1.836891535559093924e+01
-1.715981813501349791e+02,1.109676451666661912e+01
1.709204025690362130e+02,1.594034873482727122e+01
-1.678622376528989548e+02,1.386956645262904786e+01
1.679462795127355150e+02,7.941837636610447504e+00
-1.711680053548055866e+02,9.081024713124044467e+00
1.729392401926474747e+02,5.693273965251073321e+00
-1.758879406097702827e+02,1.183588851167920808e+01
-1.761102813784315231e+02,8.633358077163293842e+00
-1.736912420290555019e+02,1.139088862529938595e+01
1.682099285034285572e+02,6.415326411393205142e+00
-4.814630294592207349e+01,2.162941554910539566e+01
-8.869473232556750020e+01,2.185425167893306408e+01
-5.315130825580658325e+01,1.813349495782755127e+01
-8.158306461864188464e+01,1.776545210476984948e+01
-5.352174313991555721e+01,2.005479288846105490e+01
-8.267928920110065860e+01,1.611847444259531770e+01
-6.112611764615697751e+01,2.033136839237022997e+01
-7.216562542551504578e+01,2.871753858418430738e+01
-6.151434806436540015e+01,2.202064329620737126e+01
-7.632798754240859296e+01,2.702784082528632581e+01
-1.643794251843690404e+02,1.191473494714382397e+01
1.711608680070800119e+02,1.501420033846001090e+01
1.724572756795577391e+02,1.648291302333166897e+01
-1.577974134817756067e+02,1.425589885393161538e+01
1.796650474393019863e+02,1.323097474163827592e+01
-1.798508788785441652e+02,2.473995709178240432e+01
1.598425726606879778e+02,1.772556267807710384e+01
-1.659720654243130582e+02,1.557670728582000130e+01
1.613025950289977288e+02,1.302974908680233668e+01
-1.348885846601474441e+02,1.977825914119026152e+01
1.098507319879581985e+02,2.956378040538368523e+01
3.831823869843666586e+01,2.625853430054810644e+01
5.451698257588390817e+01,3.956040414374961500e+01
1.161380187084688913e+02,3.732167594706885438e+01
1.619970910989920583e+02,2.410056075322253122e+01
-1.508013621544293414e+02,3.269042082669779603e+01
1.535712470544426935e+02,3.179309769699637656e+01
-1.774271014875468779e+02,2.406411402824376111e+01
-1.565748769117097652e+02,2.046995750309347883e+01
1.442272118496229325e+02,2.588162438224658501e+01
-1.722894645282567581e+02,9.904840643928434218e+00
-1.680786444076331350e+02,1.067625584891457180e+01
1.601488457938471868e+02,1.494011902613899068e+01
1.751301629292653388e+02,1.215800799040907876e+01
-1.697163070995584064e+02,2.159184658719944494e+01
1.651887912040510002e+02,1.880266652247624748e+01
-1.755382199339901774e+02,1.971377520289732388e+01
-1.677579703723662021e+02,1.415131892374332523e+01
1.597357811238722434e+02,1.421361233384876499e+01
1.648664324005722790e+02,1.169094168219199759e+01
-1.610406762913224838e+02,1.535977246713036592e+01
-1.668669066014316513e+02,1.899473303683935654e+01
-1.771895591886942896e+02,2.475911131823770006e+01
-1.756102751082943598e+02,1.317223416465287933e+01
-1.776790605049266674e+02,1.399901694583348899e+01
-1.750984810184422145e+02,2.362433315361002073e+01
-1.711117385540044040e+02,1.208790148144798238e+01
1.702091461232787140e+02,1.490327296740117191e+01
-1.622312778269522653e+02,8.442995496690256729e+00
1.552328928552372531e+02,6.362662826556849893e+00
-1.694030070804010961e+02,5.883300530481527346e+00
-1.643897524106083097e+02,5.324432439684800400e+00
1.574249929122864273e+02,5.464206499562893171e+00
-1.652162769922539383e+02,6.237405883766413695e+00
1.760318484684582359e+02,6.809956188923274922e+00
1.777639862015141716e+02,8.118891059831758739e+00
-1.627657998805477177e+02,1.297233931454066536e+01
1.681245300046276725e+02,5.802828586481592943e+00
-1.793818532841268620e+02,9.285737772251994926e+00
-1.704588374234759840e+02,8.119819522887263830e+00
-1.743304031607048046e+02,1.629558267643021097e+01
1.793748434475056683e+02,1.081091412577405464e+01
1.786423452945008137e+02,5.329348833205272307e+00
1.798458121991449161e+02,1.005649935070195866e+01
-1.756847307619212586e+02,5.073424510893568495e+00
1.649075147985130343e+02,1.321013407039846044e+01
-1.553752352173659688e+02,7.696318668753431069e+00
1.657708564347202298e+02,8.220567011439326777e+00
-1.639115474890642759e+02,8.241164605272036425e+00
1.695002500164143555e+02,7.090434870871410666e+00
-1.709021958178968248e+02,1.701082386316949169e+01
1.652974170587271203e+02,1.681095125145648694e+01
-1.696157351816287928e+02,1.674534838474473730e+01
1.712641047328890522e+02,1.612853025214367619e+01
-1.732086252850582184e+02,1.100008917162138822e+01
-1.770106773223638470e+02,1.882068679897027508e+01
1.751415641287166238e+02,1.069521282430861930e+01
1.790228387502815224e+02,1.174863987238909502e+01
1.771635472189674658e+02,1.995229463249892810e+00
-1.791020510352893780e+02,5.819704018247364274e+00
1.752025422270349395e+02,1.638886388453198961e+01
-1.675340646926366048e+02,2.024685449834635875e+01
-1.695171961194050994e+02,2.129497312793995434e+01
1.615933067838337251e+02,1.896637703114369344e+01
-1.751780825819451195e+02,1.461992305180683971e+01
1.777150353241396772e+02,2.038741338196299324e+01
1.701083977874632183e+02,1.573502401502306469e+01
-1.727095268281460108e+02,1.096139838558690016e+01
1.676662572931011255e+02,8.113451746644866347e+00
-1.542034508542796516e+02,9.910272570745510379e+00
1.751810943510515415e+02,9.649775162766744074e+00
1.736578662675204896e+02,5.222300581484771165e+00
-1.678811702113374622e+02,1.125715987630599457e+01
1.608696003063014928e+02,1.758712190414278709e+01
-1.612349461737126717e+02,1.914716585521125936e+01
1.655915994487968135e+02,2.327492978968573212e+01
-1.767312672733131365e+02,1.342296680739749348e+01
-1.775588726641509822e+02,1.004827080029450315e+01
-1.753322814570650792e+02,4.157481629492988162e+00
1.757213634305416292e+02,8.821498355600159158e+00
-1.755341712768930620e+02,1.608253792273826122e+01
1.765468596101891592e+02,2.590140682809731132e+01
1.769723466503108114e+02,2.413189614388721083e+01
1.778299943990415670e+02,2.267856807731517321e+01
1.790696801455057425e+02,2.037428473805427842e+01
-1.727534896540630029e+02,1.784873565627763981e+01
1.711062643341639955e+02,2.060888991137145965e+01
-1.615674455059020147e+02,1.205901387092838739e+01
1.574608230447728090e+02,1.188993948553538260e+01
-1.634192834785730781e+02,2.042171647232738252e+01
1.783712802721629771e+02,1.486587673654554820e+01
-1.758143592699209137e+02,4.591921590090620064e+00
-1.798315128643739342e+02,1.402754941320750781e+01
1.589286296722899863e+02,9.022595393004495534e+00
-1.548980852154696208e+02,1.805969351541664025e+01
1.592685862849445471e+02,6.053536469958867627e+00
-1.718998278618918789e+02,9.700580770312990708e+00
1.736481916876133482e+02,8.477188055526029942e+00
